timestamp,city,source,url,aqi,co,pm25,pm10,no2,o3,so2
2025-12-09 19:53:40.000416,Los Angeles,historical_simulation,simulated,94.56,1.01,49.24,73.84,38.32,61.48,6.6
2025-12-09 19:53:44.412504,London,historical_simulation,simulated,54.48,1.0,30.42,41.1,28.76,46.45,3.56
2025-12-09 19:53:49.316395,Tokyo,historical_simulation,simulated,58.27,1.0,30.61,48.34,19.56,45.73,3.84
2025-12-10 19:53:30.688663,Delhi,historical_simulation,simulated,245.07,2.65,204.42,270.25,75.98,40.42,19.99
2025-12-10 19:53:35.624047,Beijing,historical_simulation,simulated,182.71,2.18,138.38,208.64,58.9,41.74,15.13
2025-12-10 19:53:40.000416,Los Angeles,historical_simulation,simulated,122.51,1.32,66.78,106.4,53.61,83.54,8.67
2025-12-10 19:53:44.412504,London,historical_simulation,simulated,73.61,1.0,34.91,52.79,36.89,57.78,4.4
2025-12-10 19:53:49.316395,Tokyo,historical_simulation,simulated,83.81,1.0,42.92,65.99,28.15,61.0,5.87
2025-12-11 19:53:30.687883,Delhi,historical_simulation,simulated,222.92,2.45,186.74,248.27,80.41,38.13,18.81
2025-12-11 19:53:35.624047,Beijing,historical_simulation,simulated,192.93,2.28,155.02,214.62,64.48,44.03,15.09
2025-12-11 19:53:40.000416,Los Angeles,historical_simulation,simulated,95.76,1.03,55.65,91.37,41.16,69.38,6.74
2025-12-11 19:53:44.412504,London,historical_simulation,simulated,58.88,1.0,29.99,40.99,31.5,47.68,3.46
2025-12-11 19:53:49.316395,Tokyo,historical_simulation,simulated,95.68,1.0,48.06,68.93,30.23,68.74,6.44
2025-12-12 19:53:30.687883,Delhi,historical_simulation,simulated,237.89,2.68,186.37,281.99,77.14,39.52,20.19
2025-12-12 19:53:35.624047,Beijing,historical_simulation,simulated,203.15,2.5,167.06,261.0,71.54,51.27,16.31
2025-12-12 19:53:40.000416,Los Angeles,historical_simulation,simulated,93.55,1.12,56.88,81.82,40.81,71.35,6.92
2025-12-12 19:53:44.412504,London,historical_simulation,simulated,65.1,1.0,31.4,43.66,33.5,52.48,3.72
2025-12-12 19:53:49.316395,Tokyo,historical_simulation,simulated,109.42,1.05,54.48,77.29,36.53,83.1,7.0
2025-12-13 19:53:30.687883,Delhi,historical_simulation,simulated,262.52,3.14,239.54,296.17,88.96,43.9,22.35
2025-12-13 19:53:35.624047,Beijing,historical_simulation,simulated,172.55,2.27,155.23,230.45,62.46,45.0,15.65
2025-12-13 19:53:39.999422,Los Angeles,historical_simulation,simulated,91.28,1.12,50.2,74.59,38.59,68.85,6.38
2025-12-13 19:53:44.412504,London,historical_simulation,simulated,55.69,1.0,28.01,40.94,29.1,46.09,3.63
2025-12-13 19:53:49.316395,Tokyo,historical_simulation,simulated,82.24,1.0,42.25,62.98,28.27,55.04,5.65
2025-12-14 19:53:30.687883,Delhi,historical_simulation,simulated,252.59,2.61,197.37,289.78,81.49,42.64,20.48
2025-12-14 19:53:35.624047,Beijing,historical_simulation,simulated,253.4,3.05,214.65,305.91,84.01,57.2,19.81
2025-12-14 19:53:39.999422,Los Angeles,historical_simulation,simulated,111.35,1.2,62.18,90.57,45.7,71.67,7.26
2025-12-14 19:53:44.412504,London,historical_simulation,simulated,76.21,1.0,34.89,52.78,36.4,56.98,4.41
2025-12-14 19:53:49.316395,Tokyo,historical_simulation,simulated,56.76,1.0,29.52,42.5,20.18,47.17,4.25
2025-12-15 19:53:30.687883,Delhi,historical_simulation,simulated,197.94,2.27,172.83,237.14,68.5,33.86,17.27
2025-12-15 19:53:35.624047,Beijing,historical_simulation,simulated,222.85,2.42,167.63,258.95,71.06,49.91,16.45
2025-12-15 19:53:39.999422,Los Angeles,historical_simulation,simulated,71.96,1.0,35.88,60.84,30.07,46.23,4.87
2025-12-15 19:53:44.412504,London,historical_simulation,simulated,73.83,1.0,37.16,48.56,34.55,58.68,4.23
2025-12-15 19:53:49.316395,Tokyo,historical_simulation,simulated,77.18,1.0,38.37,52.52,26.9,56.79,5.35
2025-12-16 19:53:30.687883,Delhi,historical_simulation,simulated,289.3,3.26,242.18,318.86,90.37,48.4,24.06
2025-12-16 19:53:35.624047,Beijing,historical_simulation,simulated,197.41,2.39,151.05,223.7,63.32,44.78,15.18
2025-12-16 19:53:39.999422,Los Angeles,historical_simulation,simulated,98.65,1.16,59.85,84.65,43.1,75.57,7.45
2025-12-16 19:53:44.412504,London,historical_simulation,simulated,65.16,1.0,31.01,46.68,32.21,47.97,3.86
2025-12-16 19:53:49.316395,Tokyo,historical_simulation,simulated,63.42,1.0,31.39,47.71,22.21,51.26,4.29
2025-12-17 19:53:30.687883,Delhi,historical_simulation,simulated,220.8,2.38,172.24,228.11,76.1,36.2,18.89
2025-12-17 19:53:35.624047,Beijing,historical_simulation,simulated,154.01,1.75,125.09,194.67,46.66,37.0,12.46
2025-12-17 19:53:39.999422,Los Angeles,historical_simulation,simulated,102.67,1.31,60.75,93.05,45.16,76.53,7.73
2025-12-17 19:53:44.412504,London,historical_simulation,simulated,96.56,1.0,46.41,67.65,48.01,75.5,5.86
2025-12-17 19:53:49.316395,Tokyo,historical_simulation,simulated,72.12,1.0,35.13,53.96,23.51,55.15,4.94
2025-12-18 19:53:30.687883,Delhi,historical_simulation,simulated,248.64,2.86,203.69,274.18,83.35,39.22,21.02
2025-12-18 19:53:35.624047,Beijing,historical_simulation,simulated,200.27,2.32,153.93,237.57,62.9,45.77,15.23
2025-12-18 19:53:39.999422,Los Angeles,historical_simulation,simulated,93.32,1.03,51.73,78.12,36.78,62.01,6.15
2025-12-18 19:53:44.412504,London,historical_simulation,simulated,70.2,1.0,33.98,50.12,33.78,54.14,4.13
2025-12-18 19:53:49.316395,Tokyo,historical_simulation,simulated,64.63,1.0,30.59,44.48,20.42,47.53,4.07
2025-12-19 19:53:30.687883,Delhi,historical_simulation,simulated,295.32,3.44,254.64,328.98,104.03,49.39,25.67
2025-12-19 19:53:35.624047,Beijing,historical_simulation,simulated,224.63,2.54,181.01,276.93,73.11,52.35,18.04
2025-12-19 19:53:39.999422,Los Angeles,historical_simulation,simulated,91.44,1.0,45.74,68.8,35.66,63.01,5.85
2025-12-19 19:53:44.412504,London,historical_simulation,simulated,56.82,1.0,26.77,40.81,27.51,44.64,3.25
2025-12-19 19:53:49.316395,Tokyo,historical_simulation,simulated,75.86,1.0,37.5,55.14,25.48,53.95,4.99
2025-12-20 19:53:30.687883,Delhi,historical_simulation,simulated,234.4,2.7,201.0,267.69,76.81,39.52,20.59
2025-12-20 19:53:35.624047,Beijing,historical_simulation,simulated,190.99,2.34,149.92,232.02,63.1,47.43,16.36
2025-12-20 19:53:39.999422,Los Angeles,historical_simulation,simulated,87.35,1.0,52.8,77.21,36.51,58.58,6.16
2025-12-20 19:53:44.412504,London,historical_simulation,simulated,51.09,1.0,26.03,34.65,26.2,40.69,2.99
2025-12-20 19:53:49.316395,Tokyo,historical_simulation,simulated,77.94,1.0,38.38,54.39,24.88,56.28,4.68
2025-12-21 19:53:30.687883,Delhi,historical_simulation,simulated,261.78,2.51,207.13,272.52,84.74,44.72,20.27
2025-12-21 19:53:35.624047,Beijing,historical_simulation,simulated,210.88,2.5,179.57,260.71,74.07,48.29,16.32
2025-12-21 19:53:39.999422,Los Angeles,historical_simulation,simulated,78.5,1.0,46.12,64.39,31.68,54.4,5.46
2025-12-21 19:53:44.411494,London,historical_simulation,simulated,58.61,1.0,29.74,40.16,29.32,48.22,3.4
2025-12-21 19:53:49.316395,Tokyo,historical_simulation,simulated,68.06,1.0,37.66,51.01,25.37,54.26,4.87
2025-12-22 19:53:30.687883,Delhi,historical_simulation,simulated,222.33,2.67,206.28,275.23,84.59,39.53,19.61
2025-12-22 19:53:35.624047,Beijing,historical_simulation,simulated,208.44,2.51,176.35,250.6,71.47,48.35,16.73
2025-12-22 19:53:39.999422,Los Angeles,historical_simulation,simulated,140.5,1.57,78.53,117.64,61.35,101.97,9.97
2025-12-22 19:53:44.411494,London,historical_simulation,simulated,53.09,1.0,30.02,39.07,28.28,44.61,3.33
2025-12-22 19:53:49.316395,Tokyo,historical_simulation,simulated,70.13,1.0,36.79,54.64,23.39,51.61,4.43
2025-12-23 19:53:30.687883,Delhi,historical_simulation,simulated,188.03,2.03,159.86,212.37,66.18,30.55,14.66
2025-12-23 19:53:35.624047,Beijing,historical_simulation,simulated,223.98,2.48,171.34,272.18,71.68,49.59,17.12
2025-12-23 19:53:39.999422,Los Angeles,historical_simulation,simulated,125.93,1.37,71.06,109.31,54.15,92.04,9.2
2025-12-23 19:53:44.411494,London,historical_simulation,simulated,66.48,1.0,35.38,49.87,35.56,54.14,4.17
2025-12-23 19:53:49.316395,Tokyo,historical_simulation,simulated,77.05,1.0,39.7,54.84,26.05,55.09,4.79
2025-12-24 19:53:30.687883,Delhi,historical_simulation,simulated,263.81,3.01,231.26,305.14,95.34,42.61,23.24
2025-12-24 19:53:35.624047,Beijing,historical_simulation,simulated,182.65,2.13,129.82,205.79,57.81,42.24,13.89
2025-12-24 19:53:39.999422,Los Angeles,historical_simulation,simulated,109.85,1.25,62.02,96.75,50.28,79.53,7.49
2025-12-24 19:53:44.411494,London,historical_simulation,simulated,58.31,1.0,26.15,38.45,28.22,45.3,3.5
2025-12-24 19:53:49.316395,Tokyo,historical_simulation,simulated,83.58,1.0,43.42,63.06,26.69,63.43,5.57
2025-12-25 19:53:30.687883,Delhi,historical_simulation,simulated,163.35,1.95,142.04,171.74,51.87,27.45,13.91
2025-12-25 19:53:35.624047,Beijing,historical_simulation,simulated,167.09,2.04,136.63,199.62,54.93,40.02,13.75
2025-12-25 19:53:39.999422,Los Angeles,historical_simulation,simulated,94.63,1.08,55.69,81.11,42.09,71.01,6.67
2025-12-25 19:53:44.411494,London,historical_simulation,simulated,67.41,1.0,34.47,45.15,34.11,55.83,3.94
2025-12-25 19:53:49.316395,Tokyo,historical_simulation,simulated,84.4,1.0,44.14,59.52,30.45,59.96,5.99
2025-12-26 19:53:30.687883,Delhi,historical_simulation,simulated,250.25,2.73,205.19,269.54,81.57,43.01,20.24
2025-12-26 19:53:35.624047,Beijing,historical_simulation,simulated,202.95,2.35,144.37,217.4,58.99,44.34,15.03
2025-12-26 19:53:39.999422,Los Angeles,historical_simulation,simulated,64.11,1.0,38.22,51.84,26.75,54.68,4.32
2025-12-26 19:53:44.411494,London,historical_simulation,simulated,70.72,1.0,34.75,48.36,35.13,51.53,3.88
2025-12-26 19:53:49.316395,Tokyo,historical_simulation,simulated,92.57,1.0,45.36,67.62,28.72,66.71,5.82
2025-12-27 19:53:30.687883,Delhi,historical_simulation,simulated,249.76,2.78,214.51,266.98,82.76,40.15,20.32
2025-12-27 19:53:35.624047,Beijing,historical_simulation,simulated,202.16,2.55,171.25,249.99,68.67,49.72,15.8
2025-12-27 19:53:39.999422,Los Angeles,historical_simulation,simulated,57.9,1.0,28.37,49.82,22.53,37.44,4.0
2025-12-27 19:53:44.411494,London,historical_simulation,simulated,64.5,1.0,30.61,41.76,30.28,44.67,3.41
2025-12-27 19:53:49.316395,Tokyo,historical_simulation,simulated,90.96,1.0,45.56,66.34,31.12,68.25,5.66
2025-12-28 19:53:30.687883,Delhi,historical_simulation,simulated,263.52,2.83,209.29,282.38,91.25,44.63,23.6
2025-12-28 19:53:35.624047,Beijing,historical_simulation,simulated,167.16,1.99,140.11,194.05,54.89,36.98,14.44
2025-12-28 19:53:39.999422,Los Angeles,historical_simulation,simulated,88.16,1.05,52.51,77.17,39.29,68.75,6.53
2025-12-28 19:53:44.411494,London,historical_simulation,simulated,66.48,1.0,34.39,45.21,30.98,54.57,4.19
2025-12-28 19:53:49.316395,Tokyo,historical_simulation,simulated,57.68,1.0,26.61,45.54,18.8,45.02,3.99
2025-12-29 19:53:30.687883,Delhi,historical_simulation,simulated,256.0,2.93,223.14,306.31,90.76,46.86,21.62
2025-12-29 19:53:35.624047,Beijing,historical_simulation,simulated,189.01,2.2,154.13,220.49,57.99,42.44,14.28
2025-12-29 19:53:39.999422,Los Angeles,historical_simulation,simulated,83.54,1.02,46.29,71.65,31.8,56.65,5.95
2025-12-29 19:53:44.411494,London,historical_simulation,simulated,62.75,1.0,30.89,46.86,33.1,47.74,3.99
2025-12-29 19:53:49.316395,Tokyo,historical_simulation,simulated,79.19,1.0,39.35,57.11,27.82,57.66,5.54
2025-12-30 19:53:30.687883,Delhi,historical_simulation,simulated,230.7,2.61,194.71,267.64,80.77,37.7,18.07
2025-12-30 19:53:35.624047,Beijing,historical_simulation,simulated,180.78,2.14,139.58,217.89,56.16,41.36,14.33
2025-12-30 19:53:39.999422,Los Angeles,historical_simulation,simulated,93.31,1.04,50.33,75.49,39.03,67.76,6.56
2025-12-30 19:53:44.411494,London,historical_simulation,simulated,68.36,1.0,30.88,46.37,32.97,54.2,3.77
2025-12-30 19:53:49.316395,Tokyo,historical_simulation,simulated,92.95,1.0,45.12,67.55,30.17,72.0,6.01
2025-12-31 19:53:30.687883,Delhi,historical_simulation,simulated,244.85,2.7,205.38,247.63,82.5,42.47,20.27
2025-12-31 19:53:35.624047,Beijing,historical_simulation,simulated,232.11,2.98,203.47,287.38,82.34,57.26,18.15
2025-12-31 19:53:39.999422,Los Angeles,historical_simulation,simulated,82.83,1.02,52.71,76.79,39.33,62.34,6.06
2025-12-31 19:53:44.411494,London,historical_simulation,simulated,64.91,1.0,31.4,44.85,31.31,49.68,3.61
2025-12-31 19:53:49.316395,Tokyo,historical_simulation,simulated,72.9,1.0,38.45,54.84,24.35,55.22,4.76
2026-01-01 19:53:30.687883,Delhi,historical_simulation,simulated,251.57,3.0,196.7,270.31,82.28,44.19,19.64
2026-01-01 19:53:35.624047,Beijing,historical_simulation,simulated,193.91,2.39,160.55,221.93,62.1,45.0,16.03
2026-01-01 19:53:39.999422,Los Angeles,historical_simulation,simulated,71.66,1.0,45.36,66.01,35.21,54.85,5.63
2026-01-01 19:53:44.411494,London,historical_simulation,simulated,56.62,1.0,27.37,35.79,29.76,41.94,3.31
2026-01-01 19:53:49.316395,Tokyo,historical_simulation,simulated,84.58,1.0,46.63,66.97,30.22,65.16,5.74
2026-01-02 19:53:30.687883,Delhi,historical_simulation,simulated,302.58,3.45,261.44,329.61,101.18,49.96,25.49
2026-01-02 19:53:35.624047,Beijing,historical_simulation,simulated,182.06,2.29,152.38,218.93,60.0,43.53,14.98
2026-01-02 19:53:39.999422,Los Angeles,historical_simulation,simulated,80.58,1.01,48.86,76.49,39.73,65.39,6.35
2026-01-02 19:53:44.411494,London,historical_simulation,simulated,59.13,1.0,32.12,43.24,30.21,51.15,3.76
2026-01-02 19:53:49.315180,Tokyo,historical_simulation,simulated,77.58,1.0,33.43,55.68,24.74,57.09,4.98
2026-01-03 19:53:30.687883,Delhi,historical_simulation,simulated,237.63,2.34,206.08,245.46,69.52,37.92,18.02
2026-01-03 19:53:35.624047,Beijing,historical_simulation,simulated,130.92,1.48,103.28,157.83,38.14,28.08,10.37
2026-01-03 19:53:39.999422,Los Angeles,historical_simulation,simulated,115.14,1.29,62.52,102.9,51.01,81.68,8.67
2026-01-03 19:53:44.411494,London,historical_simulation,simulated,62.23,1.0,28.83,37.34,27.97,44.55,3.42
2026-01-03 19:53:49.315180,Tokyo,historical_simulation,simulated,59.79,1.0,30.79,46.52,20.48,44.36,3.93
2026-01-04 19:53:30.687883,Delhi,historical_simulation,simulated,227.06,2.53,198.55,248.11,79.2,38.92,19.06
2026-01-04 19:53:35.624047,Beijing,historical_simulation,simulated,159.86,1.8,128.54,181.83,55.56,38.37,11.63
2026-01-04 19:53:39.999422,Los Angeles,historical_simulation,simulated,77.5,1.0,47.09,72.26,32.84,58.85,5.42
2026-01-04 19:53:44.411494,London,historical_simulation,simulated,54.29,1.0,28.09,39.48,29.56,43.35,3.24
2026-01-04 19:53:49.315180,Tokyo,historical_simulation,simulated,81.87,1.0,37.23,56.99,24.77,58.03,5.11
2026-01-05 19:53:30.687883,Delhi,historical_simulation,simulated,175.74,2.06,154.31,190.63,60.52,29.79,16.07
2026-01-05 19:53:35.624047,Beijing,historical_simulation,simulated,205.05,2.4,153.09,249.66,64.48,47.94,15.79
2026-01-05 19:53:39.999422,Los Angeles,historical_simulation,simulated,78.98,1.0,46.54,72.46,31.94,58.76,5.8
2026-01-05 19:53:44.411494,London,historical_simulation,simulated,75.66,1.0,42.37,53.33,39.19,64.87,4.84
2026-01-05 19:53:49.315180,Tokyo,historical_simulation,simulated,92.14,1.0,47.62,69.01,31.51,73.79,6.28
2026-01-06 19:53:30.687883,Delhi,historical_simulation,simulated,204.75,2.32,168.61,250.79,71.34,36.49,16.21
2026-01-06 19:53:35.624047,Beijing,historical_simulation,simulated,183.4,2.38,165.93,242.84,63.03,44.78,16.24
2026-01-06 19:53:39.999422,Los Angeles,historical_simulation,simulated,93.79,1.02,55.41,81.26,41.02,68.29,7.12
2026-01-06 19:53:44.411494,London,historical_simulation,simulated,57.45,1.0,28.99,39.04,27.94,46.14,3.58
2026-01-06 19:53:49.315180,Tokyo,historical_simulation,simulated,73.92,1.0,38.58,59.08,24.23,56.34,4.8
2026-01-07 19:53:30.686592,Delhi,historical_simulation,simulated,238.91,2.7,209.81,258.04,83.28,43.14,19.8
2026-01-07 19:53:35.624047,Beijing,historical_simulation,simulated,164.32,2.09,142.82,214.34,53.48,44.89,13.77
2026-01-07 19:53:39.999422,Los Angeles,historical_simulation,simulated,110.39,1.24,66.34,95.85,49.87,79.97,7.12
2026-01-07 19:53:44.411494,London,historical_simulation,simulated,68.98,1.0,37.62,47.72,34.78,56.64,4.38
2026-01-07 19:53:49.315180,Tokyo,historical_simulation,simulated,84.82,1.0,42.18,65.13,27.98,65.88,5.65
2026-01-08 19:53:30.686592,Delhi,historical_simulation,simulated,162.76,2.09,143.66,208.05,57.06,29.38,15.42
2026-01-08 19:53:35.624047,Beijing,historical_simulation,simulated,173.67,2.04,139.89,189.7,54.57,37.85,13.64
2026-01-08 19:53:39.999422,Los Angeles,historical_simulation,simulated,73.09,1.0,43.46,62.87,34.57,55.2,6.07
2026-01-08 19:53:44.411494,London,historical_simulation,simulated,78.67,1.0,37.63,54.53,40.41,59.17,4.59
2026-01-08 19:53:49.315180,Tokyo,historical_simulation,simulated,65.31,1.0,33.09,53.72,22.59,51.27,4.32
2026-01-09 19:53:30.686592,Delhi,historical_simulation,simulated,289.64,2.99,242.94,294.74,92.16,44.61,22.9
2026-01-09 19:53:35.624047,Beijing,historical_simulation,simulated,204.5,2.72,164.87,245.19,70.96,52.3,16.7
2026-01-09 19:53:39.999422,Los Angeles,historical_simulation,simulated,58.73,1.0,39.46,59.64,26.4,48.03,4.66
2026-01-09 19:53:44.411494,London,historical_simulation,simulated,66.01,1.0,32.59,47.77,30.19,58.03,3.97
2026-01-09 19:53:49.315180,Tokyo,historical_simulation,simulated,65.35,1.0,27.79,43.26,20.45,43.7,3.74
2026-01-10 19:53:30.686592,Delhi,historical_simulation,simulated,242.07,2.91,210.04,260.89,84.91,42.4,20.15
2026-01-10 19:53:35.624047,Beijing,historical_simulation,simulated,177.19,2.06,124.65,192.03,49.49,37.15,13.69
2026-01-10 19:53:39.999422,Los Angeles,historical_simulation,simulated,100.13,1.08,54.79,86.71,42.53,66.97,6.66
2026-01-10 19:53:44.411494,London,historical_simulation,simulated,62.66,1.0,31.45,46.34,31.65,50.58,3.92
2026-01-10 19:53:49.315180,Tokyo,historical_simulation,simulated,70.76,1.0,33.1,50.95,22.88,56.78,4.51
2026-01-11 19:53:30.686592,Delhi,historical_simulation,simulated,121.13,1.48,95.75,135.25,41.08,21.55,10.73
2026-01-11 19:53:35.623012,Beijing,historical_simulation,simulated,187.39,2.01,149.41,212.46,61.12,43.07,14.04
2026-01-11 19:53:39.999422,Los Angeles,historical_simulation,simulated,82.75,1.0,49.11,71.08,38.45,62.2,6.04
2026-01-11 19:53:44.411494,London,historical_simulation,simulated,49.13,1.0,25.5,34.11,25.12,39.21,2.96
2026-01-11 19:53:49.315180,Tokyo,historical_simulation,simulated,67.92,1.0,34.62,51.99,22.51,45.02,4.49
2026-01-12 19:53:30.686592,Delhi,historical_simulation,simulated,223.68,2.43,202.52,244.49,75.22,38.39,18.35
2026-01-12 19:53:35.623012,Beijing,historical_simulation,simulated,215.61,2.65,174.48,266.87,65.99,49.97,15.71
2026-01-12 19:53:39.999422,Los Angeles,historical_simulation,simulated,95.2,1.05,55.7,83.01,43.33,61.86,7.59
2026-01-12 19:53:44.411494,London,historical_simulation,simulated,65.21,1.0,35.09,48.46,34.07,52.27,4.03
2026-01-12 19:53:49.315180,Tokyo,historical_simulation,simulated,84.68,1.0,43.96,64.82,27.74,62.28,5.67
2026-01-13 19:53:30.686592,Delhi,historical_simulation,simulated,168.11,2.0,152.22,202.05,58.18,27.74,14.8
2026-01-13 19:53:35.623012,Beijing,historical_simulation,simulated,264.26,3.01,214.7,310.81,85.77,59.52,20.11
2026-01-13 19:53:39.998407,Los Angeles,historical_simulation,simulated,91.92,1.05,51.83,76.87,39.54,68.79,6.89
2026-01-13 19:53:44.411494,London,historical_simulation,simulated,63.2,1.0,30.38,41.61,29.77,50.9,3.92
2026-01-13 19:53:49.315180,Tokyo,historical_simulation,simulated,69.89,1.0,34.59,50.45,24.37,49.3,4.67
2026-01-14 19:53:30.686592,Delhi,historical_simulation,simulated,219.11,2.48,163.91,232.57,73.26,36.12,17.79
2026-01-14 19:53:35.623012,Beijing,historical_simulation,simulated,208.62,2.68,177.92,260.26,70.26,50.69,16.53
2026-01-14 19:53:39.998407,Los Angeles,historical_simulation,simulated,96.22,1.16,59.17,86.83,43.51,67.8,6.3
2026-01-14 19:53:44.411494,London,historical_simulation,simulated,71.49,1.0,31.7,48.92,33.76,49.51,3.83
2026-01-14 19:53:49.315180,Tokyo,historical_simulation,simulated,97.24,1.0,47.88,74.62,31.92,68.21,6.91
2026-01-15 19:53:30.686592,Delhi,historical_simulation,simulated,227.2,2.76,187.75,264.63,81.66,40.09,19.74
2026-01-15 19:53:35.623012,Beijing,historical_simulation,simulated,181.64,2.08,127.24,216.12,59.86,40.45,14.23
2026-01-15 19:53:39.998407,Los Angeles,historical_simulation,simulated,108.01,1.18,60.34,89.14,45.4,72.49,7.38
2026-01-15 19:53:44.410472,London,historical_simulation,simulated,80.0,1.0,39.95,52.29,39.52,62.79,4.51
2026-01-15 19:53:49.315180,Tokyo,historical_simulation,simulated,62.97,1.0,32.01,49.36,20.06,46.31,4.22
2026-01-16 19:53:30.686592,Delhi,historical_simulation,simulated,186.32,2.2,159.72,220.84,61.35,32.03,15.74
2026-01-16 19:53:35.623012,Beijing,historical_simulation,simulated,185.59,2.12,146.31,220.06,57.59,42.46,14.5
2026-01-16 19:53:39.998407,Los Angeles,historical_simulation,simulated,69.14,1.0,35.78,54.39,26.49,46.88,4.6
2026-01-16 19:53:44.410472,London,historical_simulation,simulated,57.14,1.0,29.41,37.24,29.93,47.41,3.63
2026-01-16 19:53:49.315180,Tokyo,historical_simulation,simulated,79.56,1.0,39.52,56.95,23.51,58.67,5.32
2026-01-17 19:53:30.686592,Delhi,historical_simulation,simulated,257.74,2.55,202.08,264.77,83.65,40.61,20.15
2026-01-17 19:53:35.623012,Beijing,historical_simulation,simulated,200.64,2.6,163.93,258.14,66.66,49.28,16.24
2026-01-17 19:53:39.998407,Los Angeles,historical_simulation,simulated,89.03,1.04,50.72,77.31,39.22,63.73,6.11
2026-01-17 19:53:44.410472,London,historical_simulation,simulated,65.0,1.0,34.02,48.3,33.53,54.13,4.11
2026-01-17 19:53:49.315180,Tokyo,historical_simulation,simulated,78.5,1.0,40.15,61.79,25.93,59.69,5.16
2026-01-18 19:53:30.686592,Delhi,historical_simulation,simulated,283.7,3.04,236.52,294.59,94.81,48.14,23.22
2026-01-18 19:53:35.623012,Beijing,historical_simulation,simulated,226.06,2.64,188.12,261.42,74.89,52.86,17.79
2026-01-18 19:53:39.998407,Los Angeles,historical_simulation,simulated,100.28,1.18,59.7,90.68,42.27,73.14,7.46
2026-01-18 19:53:44.410472,London,historical_simulation,simulated,75.33,1.0,40.11,57.75,38.89,59.55,4.63
2026-01-18 19:53:49.315180,Tokyo,historical_simulation,simulated,79.75,1.0,38.86,62.71,27.84,62.4,5.5
2026-01-19 19:53:30.686592,Delhi,historical_simulation,simulated,215.73,2.43,190.05,247.52,74.12,36.13,18.2
2026-01-19 19:53:35.623012,Beijing,historical_simulation,simulated,190.68,2.25,145.11,217.28,60.42,41.25,14.35
2026-01-19 19:53:39.998407,Los Angeles,historical_simulation,simulated,86.35,1.0,51.7,71.0,33.57,58.13,5.73
2026-01-19 19:53:44.410472,London,historical_simulation,simulated,57.87,1.0,32.3,44.84,33.27,49.67,3.81
2026-01-19 19:53:49.315180,Tokyo,historical_simulation,simulated,74.69,1.0,35.06,55.3,24.36,51.83,4.41
2026-01-20 19:53:30.686592,Delhi,historical_simulation,simulated,198.36,2.11,159.85,237.84,60.94,32.55,17.14
2026-01-20 19:53:35.623012,Beijing,historical_simulation,simulated,209.7,2.57,170.31,240.58,66.85,46.97,17.32
2026-01-20 19:53:39.998407,Los Angeles,historical_simulation,simulated,91.72,1.0,47.3,78.02,39.31,63.53,6.05
2026-01-20 19:53:44.410472,London,historical_simulation,simulated,66.92,1.0,32.36,43.25,33.42,48.56,3.78
2026-01-20 19:53:49.315180,Tokyo,historical_simulation,simulated,49.18,1.0,23.9,39.33,15.06,35.73,3.36
2026-01-21 19:53:28.188301,Delhi,aqicn.org,https://aqicn.org/city/india/delhi/,24.0,201.0,,,,,
2026-01-21 19:53:29.683635,Delhi,accuweather,https://www.accuweather.com/en/in/delhi/202396/air-quality-index/202396,248.0,,,,,,
2026-01-21 19:53:30.685546,Delhi,historical_simulation,simulated,223.2,2.32,181.37,241.1,74.48,35.01,17.39
2026-01-21 19:53:33.110056,Beijing,aqicn.org,https://aqicn.org/city/china/beijing/,24.0,201.0,,,,,
2026-01-21 19:53:34.621729,Beijing,accuweather,https://www.accuweather.com/en/cn/beijing/106577/air-quality-index/106577,78.0,,,,,,
2026-01-21 19:53:35.623012,Beijing,historical_simulation,simulated,148.6,1.6,110.12,171.08,49.31,33.55,12.81
2026-01-21 19:53:37.670207,Los Angeles,aqicn.org,https://aqicn.org/city/usa/california/los-angeles/,,201.0,,,,,
2026-01-21 19:53:38.996998,Los Angeles,accuweather,https://www.accuweather.com/en/us/los-angeles/90012/air-quality-index/347625,94.0,,,,,,
2026-01-21 19:53:39.998407,Los Angeles,historical_simulation,simulated,106.8,1.21,58.27,89.91,45.41,72.66,7.85
2026-01-21 19:53:42.040321,London,aqicn.org,https://aqicn.org/city/uk/england/london/,,201.0,,,,,
2026-01-21 19:53:43.409342,London,accuweather,https://www.accuweather.com/en/gb/london/ec4a-2/air-quality-index/328328,52.0,,,,,,
2026-01-21 19:53:44.410472,London,historical_simulation,simulated,49.49,1.0,22.49,34.2,24.32,40.26,2.89
2026-01-21 19:53:46.904569,Tokyo,aqicn.org,https://aqicn.org/city/japan/tokyo/,24.0,201.0,,,,,
2026-01-21 19:53:48.314711,Tokyo,accuweather,https://www.accuweather.com/en/jp/tokyo/226396/air-quality-index/226396,55.0,,,,,,
2026-01-21 19:53:49.315180,Tokyo,historical_simulation,simulated,45.73,1.0,24.0,39.04,15.44,35.41,3.16
